comments,label,text,processed_comments,processed_newstitle,labels
유역비 닮음,none,"""""""강아지 키울 시간에""""..박환희, 도넘은 욕설 악플러 '공개 처형'(종합) [Oh!쎈 이슈]""
",유역비 닮음,강아지 키울 시간에 박환희 도 넘은 욕설 악플러 공개 처형종합 oh쎈 이슈,0.0
유영아... 남자 많아...,offensive,"""""""매일매일 지옥""""..이유영, '실수' 맞다 해도 걱정·응원·관심ing(종합)[Oh!쎈 이슈]""
",유영아 남자 많아,매일매일 지옥이 유영 실수 맞다 해도 걱정응원관심 ing종합oh쎈 이슈,1.0
유이 그만까 심보 고약한 것들아,offensive,"""[종합] '하나뿐인 내편' 유이, 이두일 죽고 쫓겨났다…최수종 우연 재회""
",유이 그만까 심 보 고 약한 것들아,종합 하나뿐인 내 편 유이 두 죽고 쫓겨났다 최수종 우연 재회,1.0
유이 연기 잘한다....,none,"""'하나뿐인 내편' 임예진 억지에 지친 유이, 최수종 앞에서 '눈물' (종합)""
",유이 연기 잘한다,하나뿐인 내 편 임예진 억지에 지친 유이 최수종 눈물 종합,0.0
유이는 괜찮아 마스크도 괜찮고 애도 참하고 사극은 내 아이디어였는데 좀 묻히긴 했지만 ㅋㅋ 현대물에서는 잘하네 기럭지도 좋고 한국 홍보용으로 아주 좋아,none,"""[종합] '하나뿐인 내편' 유이, 이두일 죽고 쫓겨났다…최수종 우연 재회""
",유이는 괜찮아 마스크도 괜찮고 애도 참하고 사극은 내 아이디어였는데 묻히긴 했지만 ㅋㅋ 현대물에서는 잘하네 기럭 지도 좋고 한국 홍보용으로 아주,종합 하나뿐인 내 편 유이 두 죽고 쫓겨났다 최수종 우연 재회,0.0
유이는 나날이 연기가 느는게 노력한 티가 남.. 특히 우는 연기랑 목소리 떠는 연기.. 악플량에 비해 연기가 좋아서 매번 놀란다,none,"""[종합] '하나뿐인 내편' 유이, 이두일 죽고 쫓겨났다…최수종 우연 재회""
",유이는 나날이 연기가 느는 게 노력한 티가 남 특히 우는 연기랑 목소리 떠는 연기 악플량에 비해 연기가 좋아서 놀란다,종합 하나뿐인 내 편 유이 두 죽고 쫓겨났다 최수종 우연 재회,0.0
유인나랑 헤어짐?,none,"""[SC현장] '사생결단' 이시영♥지현우, 8년만의 호르몬 로맨스 통할까(종합)""
",유인나랑 헤어짐,sc현장 사생결단 이시영 지현우 8년 만의 호르몬 로맨스 통할까종합,0.0
유일하게 안보는 프로다.,none,"""'효리네민박2' 윤아, 야무진 만능 일꾼..운전까지""
",유일하게 안 보는 프로다,효리네 민박2 윤아 야무진 만능 일꾼운전까지,0.0
유재석 따까리 하하 너 정말 마이 컸다.,hate,"""[공식입장]""""약속 의미…오해 죄송"""" 하하, 패륜 손동작 논란 해명(종합)""
",유재석 따 까리 정말 마이 컸다,공식 입장약속 미 오해 죄송 패륜 손동작 논란 해명종합,2.0
유재석 예능 10위안에도 없음 ㅋㅋㅋ 야 기분좋타~,offensive,"""‘나혼자산다’, ‘한국인이 좋아하는 TV 프로그램’ 3개월 연속 1위""
",유재석 예능 10위 안에도 없음 ㅋㅋㅋ 기분 좋타,산다 한국인이 좋아하는 tv 프로그램 3개월 연속 1위,1.0
유재석 예능의 특징게스트만 나옴 춤시킴핵노잼,none,"""’런닝맨’ 이시아, “그룹명 치치, 일본말로 ‘가슴’…민망”""
",유재석 예능의 특징 게스트만 나옴 춤시킴 핵노잼,런닝맨 이시아 그룹 명 치치 일본말로 가슴 민망,0.0
유재석 이제 좀 지겹다~ 새로운 얼굴 나와라~,none,"""'놀면 뭐하니' 유산슬, '가요베스트' 무대→기자간담회까지…최고 '10.5%'""
",유재석 이제 지겹다 새로운 얼굴 나와라,놀면 뭐하니 유산 슬 가요베스트 무대기자간담회까지 최고 105,0.0
유재석 재벌인디,none,"""""""육아하는 아빠"""" 유재석, 둘째 딸·나경은 향한 ♥..이래서 '유느님' 하는구나 [종합]""
",유재석 재벌인디,육아하는 아빠 유재석 둘째 딸나경은 향한 이래서 유느님 하는구나 종합,0.0
유재석 팬들 부덜부덜 난리네 니들은 객관성이 없어 그게 유재석에게 마이너스 무조건 응원해주는 게 독이지,offensive,"[‘놀면 뭐하니?’ 첫방] 유재석의 릴레이 예능...신선함 vs '나혼산' 느낌
",유재석 팬들 부덜부 덜 난리네 니들은 객관성이 없어 그게 유재석에게 마이너스 무조건 응원해주는 게 독이지,놀면 뭐하니 첫 방 유재석의 릴레이 예능신선함 vs 나혼산 느낌,1.0
"유재석,박명수,강호동,서장훈,이수근,은지원 요렇게 6명이서 무도2 해라. 최고조합이다",none,"""'대화의 희열2' 서장훈 """"이혼 때문에 은퇴 미뤘다""""""
",유재석 박명수 강호동 서장훈 이수근 은지원 요렇게 6명이 서 무도 해라 최고조합이다,대화의 희열2 서장훈 이혼 은 퇴 미뤘다,0.0
유재석도 한물간듯 마지막으로 흥행은 고사하고 화제라도 됐던 프로그램이 뭔지 기억도 안난다,none,"[SBS 연예대상] 유재석 4년만에 대상·'런닝맨' 6관왕…백종원 공로상(종합)
",유재석 도 한물간 듯 마지막으로 흥행은 고사하고 화제라도 됐던 프로그램이 뭔지 기억도 안난다,sbs 연예 대상 유재석 4년 만에 대상런닝맨 6관왕 백종원 공로상종합,0.0
유재석라인 지겹다 나혼자산다 유사판 자연스럽지도 않고,offensive,"[‘놀면 뭐하니?’ 첫방] 유재석의 릴레이 예능...신선함 vs '나혼산' 느낌
",유재석 라인 지겹 다 산 다 유사판 자연스럽지도 않고,놀면 뭐하니 첫 방 유재석의 릴레이 예능신선함 vs 나혼산 느낌,1.0
유재석씨는 기부안합니꽈~~~~?,none,"""[POP이슈]""""나 시집 잘 갔나 봐"""" 박명수, 난청 아동에 선행→'♥한수민'도 눈물(종합)""
",유재석씨는 기부안합니꽈,pop 이슈나 시집 잘 갔나 박명수 난청 아동에 선행한수민도 눈물종합,0.0
유재석은 꼭 따라 다니는 멤버가 정해져있음 ㅉㅉ,none,"[‘놀면 뭐하니?’ 첫방] 유재석의 릴레이 예능...신선함 vs '나혼산' 느낌
",유재석은 꼭 다니는 멤버가 정해져 있음 ㅉㅉ,놀면 뭐하니 첫 방 유재석의 릴레이 예능신선함 vs 나혼산 느낌,0.0
유재석은 이제 그만,none,"""[단독] 손나은, '미추리2' 게스트 출격... 특급 라인업 완성""
",유재석은 이제 그만,단독 손 나은 미추리2 게스트 출격 특급 라인업 완성,0.0
유재석은 이제 하차해라,none,"""[★SHOT!] ‘무한도전’ 양세형X조세호, 승무원·기상캐스터 변신""
",유재석은 이제 하차해라,shot 무한도전 양세형 x조세호 승무원기상캐스터 변신,0.0
"유재석이 하는 프로 무도는 폐지, 런닝맨 폐지각이었는데 번복하고 전소민 넣고 기사회생, 해투 폐지각이었는데 엄현경 넣고 기사회생, 다시 엄현경 빠짐.. 폐지가 답",none,"""'해투4' 기은세, 예측불가 토크+야간매점 A/S '예능 팔방미인'""
",유재석이 하는 프로 무도는 폐지 런닝맨 폐지각이었는데 번복하고 전소민 넣고 기 사회생 해투 폐지각이었는데 엄현경 넣고 기 사회생 다시 엄현경 빠짐 폐지가 답,해투4 기 은세 예측 불가 토크야간매점 as 예능 팔방미인,0.0
유재석이는 징징되면서 억지로할거같음. 가식세끼,hate,"'무한도전' 조세호X양세형 '웃음잭팟'…12.7% 토요예능 1위
",유재석이는 징징되면서 억지로 할 거 같음 식세끼,무한도전 조세호 x양세형 웃음잭팟 127 토요예능 1위,2.0
유재석캐릭터 이제 질린다,offensive,"""'해투4' 기은세, 예측불가 토크+야간매점 A/S '예능 팔방미인'""
",유재석 캐릭터 이제 질린다,해투4 기 은세 예측 불가 토크야간매점 as 예능 팔방미인,1.0
유지보단 안해준단거죠 유책배우자가 좋아서 글겠습니까 이혼해줌 돌씽이라고 지만 신나서 다닐껀데 왜 당한사람이 쿨하게 보내줍니까 그럴이유도 없는거지,none,"""[종합]""""이혼 NO"""" 구혜선, 안재현과 불화→활동 중단→복학+예술활동 전념""
",유지보단 안해준 단 거죠 유책 배우자가 좋아서 글겠습니까 혼해줌 돌씽이라고 신 나서 다닐 껀데 당한 사람이 쿨하게 보내줍니까 그럴 이유도 없는 거지,종합이혼 no 혜선 안 재현과 불화활동 중단복학 예술활동 전념,0.0
유진 바다가 변제 해주고 우리 다시 시작하자하면 그림이 좋은데,none,"""[주간 연예법정⑥] '도박 논란' 슈 변호인 """"작업당한 빚…6억 변제 의무 없다""""""
",유진 바다가 변제 해주고 다시 시작하자 하면 그림이 좋은데,주간 연예법정⑥ 도 박 논란 슈 변호인 작업당한 빚 6억 변제 무 없다,0.0
유진 별로,none,"""바다X유진, S.E.S.의 오랜 우정…요정 미모도 열일""
",유진 별로,바다x유진 ses의 오랜 우정요정 미모도 열일,0.0
유진이랑 트와이스 나연이랑 쫌 닮았다,none,"""바다X유진, S.E.S.의 오랜 우정…요정 미모도 열일""
",유진이랑 트와이스 연이랑 쫌 닮았다,바다x유진 ses의 오랜 우정요정 미모도 열일,0.0
유천이랑 연락하죠?,none,"""[엑's 이슈] '나혼자' 유노윤호·최강창민, 치명적 매력에 '입덕' 군단 생성""
",유천이랑 연락하죠,엑s 이슈 유노윤호최강창민 치명적 매력에 입덕 군단 생성,0.0
유치해요 ㅠㅠ,none,"""[DA:리뷰] “넌 내 모든 것”…‘김비서’ 박서준♥박민영, 고통 뛰어넘은 사랑(종합)""
",유치해 요 ㅠㅠ,da 리뷰 넌 내 모든 김 비서 박서준 박민영 고통 뛰어넘은 사랑종합,0.0
유튜브 잘보고있습니다!! 행복하세요~,none,"""허안나, 6년 공개 열애→결혼 골인 """"2세 마음놓고 가질 예정"""" (종합) [Oh!쎈 이슈]""
",유튜브 잘 보고 있습니다 행복하세요,허안나 6년 공개 열애 결혼 골인 2세 마음 놓고 가질 예정 종합 oh쎈 이슈,0.0
유튜브 활력소TV가 신성일 선생님을 비방하는 영상을 퍼뜨렸음. 이 악플러 고소 당했으면.,none,"""[신성일 별세] 이순재 """"故 신성일, 너무 일찍 갔다…후배들에 좋은 교본될 것""""""
",유튜브 활력소 tv가 신성일 선생님을 비방하는 영상을 퍼뜨렸음 악플러 고소 당했으면,신성일 별세 이순재 故 신성일 너무 일찍 갔다 후배들에 좋은 교본될,0.0
유포자 처벌안하냐???,offensive,"""이병헌·이민정 부부 아들 공개, 초상권 문제 없나""
",유포자 처벌 안하냐,이병헌이민정 부부 아들 공개 초상권 문제 없나,1.0
유포자 페미년이 지가 쓴 글에서 댓글 삭제하면서 남혐으로 여론조작하는 걸 보면 글 끼워맞추기 주작질이 팩트다,hate,"[전문] 삼성전자 “주진모 해킹 피해 우리 문제 아냐…계정 외부유출 추정” (공식입장)
",유포자 페 미년이 지가 쓴 글에서 댓글 삭제하면서 남 혐으로 여론조작하는 걸 보면 글 끼워맞추기 주 작질이 팩트다,전문 삼성전자 주진모 해킹 피해 문제 아냐 계정 외부 유출 추정 공식 입장,2.0
유포킴 구속 가즈아~~,none,"""[종합]""""로이킴 10일 경찰조사"""" 음란물 유포→마약 의혹 모두 벗을까""
",유포킴 구속 가즈아,종합로이킴 10일 경찰 조사 음란물 유포마약 의혹 벗을까,0.0
유학까지 갔다와서 왜 레스토랑서 근무하지? 안갖다와도 할수있잖아,offensive,"‘엄마 나왔어’ 홍석천 딸 홍주은양 “입양 처음엔 반대했다”
",유학까지 갔다 와서 레스토랑 서 근무하지 안 갖다와도 할 수 있잖아,엄마 나왔어 홍석천 딸 홍주은 양 입양 처음엔 반대했다,1.0
유학다녀와서 레스토랑에서 뭘 하는걸까 궁금,none,"‘엄마 나왔어’ 홍석천 딸 홍주은양 “입양 처음엔 반대했다”
",유학 다녀와 서 레스토랑에서 뭘 하는 걸까 궁금,엄마 나왔어 홍석천 딸 홍주은 양 입양 처음엔 반대했다,0.0
"유혹,대단했었죠~근데볼때마다 정훈희씨닮았음ㅎ",none,"[종합] '불청' 이재영의 21년만 귀환…투병 중인 父 향한 진심의 '눈물'
",유혹 대단했었죠근데 볼 때마다 정훈희 씨 닮았음ㅎ,종합 불청 이재영의 21년 만 귀환투병 중인 父 향한 진심의 눈물,0.0
유흥업소 직원인데 뭔 성폭행 꽃뱀아니냐,hate,"""김건모, 사실상 방송 퇴출…경찰 수사 착수[종합]""
",유흥업소 직원인데 뭔 성폭행 꽃뱀 아니냐,김건모 사실상 방송 퇴출 경찰 수사 착수종합,2.0
유희열님 미추리개꿀인데게스트로 나와주세욤ㅎㅎ유유커플 꿀쟁,none,"‘대화의 희열2’ 백종원의 롤러코스트 사업인생이 준 깊은 울림 [간밤TV]
",유희열 님 미 추리 개꿀인데게스트로 나와 주세욤ㅎㅎ 유유 커플 꿀쟁,대화의 희열2 백종원의 롤러코스트 사업인생이 준 깊은 울림 간밤 tv,0.0
유희열의 스케치북은 요즘 하긴 함?,none,"""'스케치' 정지훈, 강신일 죽인 이승주 의심하기 시작했다 [종합]""
",유희열의 스케치북은 요즘 하긴 함,스케치 정지훈 강신일 죽인 이승주 심하기 시작했다 종합,0.0
육갑지랄이효리 개.....욕질에...코피...참 삐 귀에 개지라 ㄹ 이효리참 초상엔 가야지 은인린데,hate,"""‘효리네 민박2’ 소길리 음악감상실 오픈, 윤아는 왜 울었나""
",육갑지랄이 효리 개욕질에코피참 삐 귀에 개지라 ㄹ 이효리 초상엔 가야지 은 인린 데,효리네 민박2 소길리 음악 감상실 오픈 윤아는 울었나,2.0
육두문자 나오더라,none,"""'나혼자산다' 이시언, 최우수상 공약 이행…화사 변신 '경악'""
",육두문자 나오더라,산다 이시언 최우수상 공약 이행 화사 변신 경악,0.0
육성재가아닌게 어디냐ㅠㅠ 이창섭은 노상관 ㅋ,none,"""[SC이슈]""""열애설→태도논란"""" 비투비 이창섭·정재은 '팔짱영상' 후폭풍(종합)""
",육성재가 아닌 게 어디냐 ㅠㅠ 이창섭은 노상관 ㅋ,sc 이슈열애설 태도 논란 비투비 이창섭정재은 팔짱 영상 후폭풍종합,0.0
육아하는 아빠라니 육아는 부모라면 당연한거고요....ㅋ..;;,none,"""""""육아하는 아빠"""" 유재석, 둘째 딸·나경은 향한 ♥..이래서 '유느님' 하는구나 [종합]""
",육아하는 아빠라니 육아는 부모라면 당연한 거고요ㅋ,육아하는 아빠 유재석 둘째 딸나경은 향한 이래서 유느님 하는구나 종합,0.0
육종완 진짜 나쁜놈이네 의리도 없고 본인 수입 갈라먹는 다고 착한척 코스프레 한것은 기만아니냐?,offensive,"""[단독] 장미여관 3인 """"육중완과 불화 사실...수익 N분의1 아냐"""" (인터뷰)""
",육종완 진짜 나쁜 놈이 리도 없고 본인 수입 갈라먹는 다고 착 한 척 코스프레 한 것은 기만 아니냐,단독 장미여관 3인 육중완과 불화 사실수익 n분의 아냐 인터뷰,1.0
육중완 두얼굴에 가증스러운 인간이네 지가 좀 뜨니깐 아깝다 그건가? 가난한 음악할때를 잊은거지 둘만하면 잘될것 같냐 나머지 세분들 힘내세요 육중완밴드 망해라,offensive,"""[단독] 장미여관 3인 """"육중완과 불화 사실...수익 N분의1 아냐"""" (인터뷰)""
",육중완 두 얼굴에 가증스러운 인간이 지가 뜨니깐 아깝다 그건가 가난한 음악할 때를 잊은 거지 둘만하면 잘 될 같냐 나머지 세분들 힘내세요 육중완밴드 망해라,단독 장미여관 3인 육중완과 불화 사실수익 n분의 아냐 인터뷰,1.0
